class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
No_stretch,0.5362986922264099,0.5259018540382385,-0.5275158882141113,0.9999353885650635,0.5455372333526611,0.501659095287323,-0.4935629963874817,0.9998441934585571,0.5518706440925598,0.5008695125579834,-0.49363383650779724,0.9998039603233337,0.5573353171348572,0.5000923871994019,-0.4937213957309723,0.9997761845588684,0.5247712135314941,0.5022096633911133,-0.49605217576026917,0.9998719692230225,0.518359899520874,0.5021488666534424,-0.4962140917778015,0.9998884201049805,0.5126320719718933,0.5024430751800537,-0.4964306354522705,0.999902606010437,0.5640519857406616,0.5057405829429626,-0.3185996413230896,0.9996902942657471,0.503200888633728,0.5120207071304321,-0.3254900574684143,0.9998916387557983,0.5499841570854187,0.550001859664917,-0.4645470082759857,0.9999822378158569,0.5251120328903198,0.5494375228881836,-0.4665502905845642,0.9999899864196777,0.6211398839950562,0.663402795791626,-0.210710808634758,0.9997507929801941,0.438221275806427,0.6740587949752808,-0.24405121803283691,0.9996311664581299,0.655470073223114,0.823700487613678,-0.1468871682882309,0.981920063495636,0.40426215529441833,0.8619552254676819,-0.24288955330848694,0.9940902590751648,0.6325242519378662,0.9547303318977356,-0.2885235846042633,0.8371840715408325,0.456057608127594,0.9563488364219666,-0.4090450406074524,0.9443843364715576,0.6419519782066345,0.9957241415977478,-0.3429855406284332,0.6171513199806213,0.4747692942619324,1.018282413482666,-0.46502357721328735,0.8039957880973816,0.6176286935806274,0.9895742535591125,-0.3670990765094757,0.6606730818748474,0.4838786721229553,0.9825577139854431,-0.4905594289302826,0.8325754404067993,0.6154528856277466,0.9725136160850525,-0.30146583914756775,0.7206864356994629,0.4836059510707855,0.9653686285018921,-0.420523077249527,0.8407784700393677,0.5809626579284668,0.9627360701560974,-0.010360156185925007,0.9847512245178223,0.4803306460380554,0.9614234566688538,0.011181994341313839,0.9715312719345093,0.5811883211135864,1.1764329671859741,0.019213197752833366,0.26047927141189575,0.47508078813552856,1.1658679246902466,0.1326683908700943,0.12010720372200012,0.5787967443466187,1.339274525642395,0.5296225547790527,0.011606991291046143,0.4748852252960205,1.3297021389007568,0.5493411421775818,0.015113115310668945,0.5805710554122925,1.3679519891738892,0.5724207162857056,0.01627901941537857,0.47322744131088257,1.3606021404266357,0.5869916677474976,0.02062957175076008,0.5647160410881042,1.4198029041290283,0.399802029132843,0.007322085089981556,0.48986926674842834,1.405835509300232,0.39209142327308655,0.017589213326573372
No_stretch,0.5359541177749634,0.5231235027313232,-0.5316837430000305,0.9999138712882996,0.5458988547325134,0.4997116029262543,-0.4980149269104004,0.9997833967208862,0.5524742007255554,0.4992133677005768,-0.4981004595756531,0.9997485876083374,0.5583726763725281,0.498995840549469,-0.4981948733329773,0.9997085332870483,0.5244162678718567,0.5007174611091614,-0.4991539418697357,0.9998327493667603,0.5168982148170471,0.5009642243385315,-0.4994266927242279,0.9998619556427002,0.5096921324729919,0.5016040205955505,-0.49972471594810486,0.9998815655708313,0.5674501657485962,0.5062385201454163,-0.32336241006851196,0.9996309876441956,0.4994913637638092,0.5120365619659424,-0.32599732279777527,0.9998782873153687,0.5497322678565979,0.5493221879005432,-0.4681774973869324,0.9999726414680481,0.5235899090766907,0.5495515465736389,-0.46894827485084534,0.9999863505363464,0.6318267583847046,0.6739345192909241,-0.23334980010986328,0.9996330142021179,0.4382193982601166,0.6763795614242554,-0.24064116179943085,0.9996087551116943,0.657992959022522,0.8833402991294861,-0.25825268030166626,0.9818469285964966,0.40746626257896423,0.8713135123252869,-0.2561400532722473,0.9923437237739563,0.5907344818115234,0.9770460724830627,-0.4542754590511322,0.8251067399978638,0.4652327597141266,0.9724127054214478,-0.45169010758399963,0.9289087057113647,0.5866473913192749,1.0323008298873901,-0.5149518251419067,0.606035053730011,0.4830760061740875,1.0160959959030151,-0.5134062170982361,0.7807397246360779,0.5651785135269165,0.9960407018661499,-0.5233151912689209,0.6489933133125305,0.4910861551761627,0.9908415079116821,-0.5257115364074707,0.8104348182678223,0.5659683346748352,0.9785250425338745,-0.46070337295532227,0.7033647894859314,0.48764467239379883,0.9743980169296265,-0.45951613783836365,0.8168829679489136,0.5870986580848694,0.9722605347633362,-0.009988873265683651,0.9827091693878174,0.47755980491638184,0.9673007130622864,0.010683964006602764,0.9721266627311707,0.6007784008979797,1.1924537420272827,-0.17133641242980957,0.26412612199783325,0.4620668888092041,1.1664714813232422,-0.26575416326522827,0.13869041204452515,0.5845946669578552,1.3665047883987427,0.30672091245651245,0.013539119623601437,0.4832373261451721,1.3615225553512573,0.1258123219013214,0.02187245525419712,0.5835849642753601,1.3943685293197632,0.3460647165775299,0.018861349672079086,0.4880412220954895,1.3909363746643066,0.1592075079679489,0.027232086285948753,0.5727883577346802,1.4477741718292236,0.1638498604297638,0.0091767068952322,0.49498534202575684,1.4441945552825928,-0.04415637627243996,0.022543054074048996
No_stretch,0.5354856252670288,0.5224124789237976,-0.5191360116004944,0.9998893737792969,0.5461176633834839,0.49944907426834106,-0.4850015640258789,0.9997161030769348,0.5530438423156738,0.4990120232105255,-0.485107421875,0.9996922612190247,0.5592476725578308,0.4988880157470703,-0.485180139541626,0.9996339082717896,0.5240018367767334,0.5002962350845337,-0.48499172925949097,0.9997859001159668,0.5157398581504822,0.5005123019218445,-0.48531144857406616,0.9998325705528259,0.5080622434616089,0.5011922121047974,-0.4856545925140381,0.999855101108551,0.5694166421890259,0.5069620609283447,-0.3114074766635895,0.9995644092559814,0.4977385103702545,0.5120399594306946,-0.30817604064941406,0.9998560547828674,0.5493398308753967,0.5493014454841614,-0.45611611008644104,0.9999602437019348,0.522151529788971,0.5498100519180298,-0.4554100036621094,0.9999811053276062,0.6347398161888123,0.67755126953125,-0.23223960399627686,0.9995462894439697,0.4380573630332947,0.677410364151001,-0.22014574706554413,0.9995903372764587,0.658920407295227,0.8916797041893005,-0.24668104946613312,0.9815624356269836,0.40865153074264526,0.8785879015922546,-0.2473730593919754,0.9907329678535461,0.5869485139846802,0.983489990234375,-0.4509134292602539,0.8081278800964355,0.4743095934391022,0.980391800403595,-0.43959784507751465,0.9097706079483032,0.5750929117202759,1.024598479270935,-0.5128160119056702,0.5883491635322571,0.49121809005737305,1.016175389289856,-0.4990333914756775,0.7525032162666321,0.5606598854064941,0.9977315664291382,-0.5186297297477722,0.6309074759483337,0.4984962046146393,0.996885359287262,-0.5189146399497986,0.7836943864822388,0.561911940574646,0.9805471897125244,-0.45663005113601685,0.6797144412994385,0.49391070008277893,0.9795175790786743,-0.4489310383796692,0.7876144051551819,0.5894986987113953,0.9766711592674255,-0.009688502177596092,0.9809409976005554,0.4753371775150299,0.9695815443992615,0.010301467031240463,0.9718114733695984,0.6078711748123169,1.1964898109436035,-0.20302052795886993,0.27243563532829285,0.45836129784584045,1.1824841499328613,-0.22144070267677307,0.14959976077079773,0.586148738861084,1.3800349235534668,0.2571069002151489,0.016791244968771935,0.4843312203884125,1.3825950622558594,0.13286235928535461,0.02708682045340538,0.5839811563491821,1.4088395833969116,0.2951241433620453,0.022697359323501587,0.4890637993812561,1.4118881225585938,0.161970317363739,0.032398857176303864,0.5746277570724487,1.4637665748596191,0.10883946716785431,0.012172408401966095,0.4973852038383484,1.4649794101715088,-0.03999688848853111,0.026342865079641342
No_stretch,0.5350037813186646,0.5220959782600403,-0.517463207244873,0.9998580813407898,0.5461522936820984,0.49939829111099243,-0.48371171951293945,0.9996287822723389,0.5532335042953491,0.4989865720272064,-0.4838184714317322,0.9996245503425598,0.5596252679824829,0.498884379863739,-0.48390308022499084,0.9995404481887817,0.5232822895050049,0.5001728534698486,-0.4835926592350006,0.9997245073318481,0.5144068002700806,0.5004291534423828,-0.48391351103782654,0.9997952580451965,0.5064133405685425,0.5011446475982666,-0.48425307869911194,0.9998184442520142,0.5702995657920837,0.5079652667045593,-0.3108069896697998,0.9994841814041138,0.49645867943763733,0.5125524401664734,-0.3066728711128235,0.9998242855072021,0.5491839051246643,0.5493673086166382,-0.45436620712280273,0.9999428987503052,0.5206800699234009,0.5507164597511292,-0.45340079069137573,0.9999729990959167,0.6361187696456909,0.6803604364395142,-0.2298174649477005,0.9994344711303711,0.43784910440444946,0.6800012588500977,-0.21393826603889465,0.9995615482330322,0.6602586507797241,0.8945051431655884,-0.2486562728881836,0.9807366132736206,0.40925103425979614,0.8837037682533264,-0.24059578776359558,0.9878730773925781,0.5843325257301331,0.9858623743057251,-0.44840535521507263,0.7838223576545715,0.47988516092300415,0.984287440776825,-0.4362865388393402,0.8801732659339905,0.5717423558235168,1.0209726095199585,-0.5083556771278381,0.5631538033485413,0.49745607376098633,1.01650869846344,-0.4957331717014313,0.7145410180091858,0.5593292117118835,0.9989275336265564,-0.5111191272735596,0.6056504249572754,0.5038832426071167,1.0009758472442627,-0.5136221051216125,0.7475530505180359,0.5608242750167847,0.9819784164428711,-0.45272865891456604,0.6494414210319519,0.4991123080253601,0.9828931093215942,-0.44465112686157227,0.7496439218521118,0.5928160548210144,0.9810613989830017,-0.009708741679787636,0.9772434234619141,0.47534146904945374,0.9739617109298706,0.010313604027032852,0.970106840133667,0.6140206456184387,1.2031536102294922,-0.16616109013557434,0.2749101519584656,0.4601284861564636,1.1953119039535522,-0.18602652847766876,0.15277539193630219,0.5902684926986694,1.3938426971435547,0.2767952084541321,0.018675824627280235,0.48577648401260376,1.3994220495224,0.1541583240032196,0.03037579543888569,0.5871503353118896,1.4247385263442993,0.31318598985671997,0.024731209501624107,0.49033981561660767,1.4313397407531738,0.18160030245780945,0.03567561134696007,0.5786002278327942,1.4780523777008057,0.12546329200267792,0.01412939466536045,0.4984399676322937,1.4808293581008911,-0.020924588665366173,0.02880777232348919
No_stretch,0.5341460704803467,0.5219250321388245,-0.5000948905944824,0.999862790107727,0.5461007356643677,0.4993762969970703,-0.46580615639686584,0.9996430277824402,0.5532297492027283,0.49898117780685425,-0.46593770384788513,0.9996435642242432,0.5596510767936707,0.4988862872123718,-0.4659785330295563,0.9995607137680054,0.5223385095596313,0.5000846982002258,-0.46528559923171997,0.9997348189353943,0.5131866335868835,0.5003599524497986,-0.465573251247406,0.999804675579071,0.5051208138465881,0.5010861158370972,-0.4659121036529541,0.9998247027397156,0.570660412311554,0.5087885856628418,-0.29115623235702515,0.9995152354240417,0.49586862325668335,0.512708306312561,-0.2861340641975403,0.9998334646224976,0.5486422777175903,0.5494470596313477,-0.4369944632053375,0.9999439716339111,0.5192115306854248,0.5512083768844604,-0.43576449155807495,0.9999734163284302,0.6365329623222351,0.6828404068946838,-0.2171570509672165,0.9994391798973083,0.43758511543273926,0.680765688419342,-0.20388539135456085,0.9995644688606262,0.6609126329421997,0.894007682800293,-0.2549699544906616,0.9811343550682068,0.40966376662254333,0.8829169869422913,-0.2579725384712219,0.9864964485168457,0.5856911540031433,0.9876127243041992,-0.4724801182746887,0.7822092175483704,0.4782676696777344,0.9835567474365234,-0.48410764336586,0.8624627590179443,0.5737687945365906,1.0209954977035522,-0.5360647439956665,0.5635576248168945,0.4958876669406891,1.0165339708328247,-0.5476047992706299,0.6926053166389465,0.5603407621383667,0.9992708563804626,-0.5395777225494385,0.6060668230056763,0.5023641586303711,1.0007050037384033,-0.5560843348503113,0.7268109321594238,0.561876654624939,0.9825605154037476,-0.4771591126918793,0.6425805687904358,0.49829918146133423,0.9821062684059143,-0.4904481768608093,0.7252928018569946,0.5928570032119751,0.9857054948806763,-0.009999016299843788,0.9756390452384949,0.47322145104408264,0.9756107330322266,0.010566001757979393,0.9697529673576355,0.6143434047698975,1.2003360986709595,-0.25523534417152405,0.29951921105384827,0.4395509362220764,1.1884865760803223,-0.27722683548927307,0.18293486535549164,0.5900899767875671,1.3849775791168213,0.1520494520664215,0.03277983516454697,0.48505091667175293,1.3870290517807007,0.04017672315239906,0.047210101038217545,0.5850657224655151,1.4148468971252441,0.1849326342344284,0.039348479360342026,0.48918089270591736,1.4162687063217163,0.06543298065662384,0.0519588403403759,0.5782068967819214,1.4665883779525757,-0.007445484399795532,0.02598068304359913,0.49769705533981323,1.4724093675613403,-0.12935009598731995,0.03849848732352257
No_stretch,0.5325162410736084,0.521885871887207,-0.505135178565979,0.9998465180397034,0.5457066893577576,0.49937620759010315,-0.4709784984588623,0.9996044039726257,0.5529102087020874,0.4989851117134094,-0.4710914194583893,0.9996143579483032,0.5595670938491821,0.4989127516746521,-0.47114691138267517,0.9995219111442566,0.5207801461219788,0.4999805688858032,-0.4711550176143646,0.9997072815895081,0.5116603374481201,0.5002454519271851,-0.4714246392250061,0.9997872710227966,0.5037610530853271,0.5009257197380066,-0.4717419147491455,0.9998075366020203,0.5706218481063843,0.5093970894813538,-0.2962516248226166,0.9994891881942749,0.4956301748752594,0.5127093195915222,-0.2916463315486908,0.999823808670044,0.547674298286438,0.5496054887771606,-0.44199132919311523,0.9999344348907471,0.517412543296814,0.5516129732131958,-0.4411807656288147,0.999968945980072,0.6365906000137329,0.6827459931373596,-0.21697020530700684,0.9993871450424194,0.43734607100486755,0.6810632348060608,-0.20367112755775452,0.9995455741882324,0.6613558530807495,0.8929879665374756,-0.26457905769348145,0.9813632965087891,0.40971261262893677,0.8818889260292053,-0.2684626579284668,0.9838295578956604,0.5848098993301392,0.9871527552604675,-0.4851277470588684,0.7795382142066956,0.4762558937072754,0.9815596342086792,-0.5252081155776978,0.8462729454040527,0.5734905004501343,1.0205161571502686,-0.5489071607589722,0.5624436736106873,0.49404841661453247,1.0162311792373657,-0.5940829515457153,0.673391580581665,0.5596364736557007,0.9990277886390686,-0.5526632070541382,0.6047031283378601,0.5010441541671753,0.9996861815452576,-0.6019935011863708,0.7084504961967468,0.5615538358688354,0.9823828935623169,-0.48971039056777954,0.6357075572013855,0.49741920828819275,0.9815549850463867,-0.5325830578804016,0.704433023929596,0.5923336744308472,0.989359438419342,-0.010056539438664913,0.973687469959259,0.4697675108909607,0.9770488142967224,0.010609367862343788,0.9696634411811829,0.6104288101196289,1.2035921812057495,-0.1856549084186554,0.302450954914093,0.4335007667541504,1.1861032247543335,-0.257286012172699,0.1939696967601776,0.5847312808036804,1.3900598287582397,0.26130712032318115,0.03499167039990425,0.4770776331424713,1.388806939125061,0.11082667112350464,0.05172094330191612,0.5797061920166016,1.4198812246322632,0.2981967329978943,0.04210085794329643,0.48467931151390076,1.416812539100647,0.1417253017425537,0.05704158917069435,0.5717288255691528,1.4696319103240967,0.11141109466552734,0.0278002992272377,0.48948997259140015,1.475611925125122,-0.05656164139509201,0.04117128625512123
No_stretch,0.5325276851654053,0.5225022435188293,-0.5366549491882324,0.9998342990875244,0.545709490776062,0.4998408555984497,-0.5041878819465637,0.9995874166488647,0.5529125928878784,0.49960145354270935,-0.5043085813522339,0.9995978474617004,0.5596370100975037,0.49959737062454224,-0.5043294429779053,0.9995036721229553,0.5207651853561401,0.5003111362457275,-0.5049836039543152,0.9996914863586426,0.511694073677063,0.5005624890327454,-0.5052638649940491,0.9997736811637878,0.5038424730300903,0.5011698007583618,-0.505583643913269,0.9997938871383667,0.5707870721817017,0.5110077261924744,-0.31907835602760315,0.9994769096374512,0.4956539571285248,0.5137534737586975,-0.31859973073005676,0.9998051524162292,0.5476548671722412,0.5515385866165161,-0.4679078459739685,0.9999284148216248,0.5175198912620544,0.5540435314178467,-0.4683322012424469,0.9999642372131348,0.6367306113243103,0.6844822764396667,-0.2240009605884552,0.9993641972541809,0.43712854385375977,0.6824276447296143,-0.20906755328178406,0.9995045065879822,0.662149965763092,0.8919647932052612,-0.26524096727371216,0.9815804362297058,0.40968650579452515,0.8814511895179749,-0.2738099992275238,0.9796394109725952,0.5888194441795349,0.9849551320075989,-0.49017220735549927,0.7830150127410889,0.4702027440071106,0.9761638045310974,-0.5789923667907715,0.8322780728340149,0.5774280428886414,1.0195335149765015,-0.5557803511619568,0.5688667893409729,0.49145880341529846,1.0101815462112427,-0.6535917520523071,0.6597259044647217,0.5622669458389282,0.9951925277709961,-0.5658490061759949,0.6115010976791382,0.4943903982639313,0.9914611577987671,-0.6669131517410278,0.6971796751022339,0.5649383664131165,0.9784899353981018,-0.4973488450050354,0.6385842561721802,0.4916067123413086,0.974319577217102,-0.5900532603263855,0.6915559768676758,0.5929592847824097,0.9943516254425049,-0.010393001139163971,0.9618956446647644,0.46993765234947205,0.9814013242721558,0.010993363335728645,0.9595208168029785,0.605804443359375,1.238581895828247,-0.015308432281017303,0.29031747579574585,0.45497503876686096,1.2224586009979248,-0.043498676270246506,0.18256710469722748,0.5857685208320618,1.4334927797317505,0.40804147720336914,0.03275992348790169,0.477112352848053,1.4301954507827759,0.26543813943862915,0.048663172870874405,0.583335816860199,1.4644676446914673,0.44007840752601624,0.03911140188574791,0.4836828112602234,1.464193344116211,0.28333693742752075,0.05376647412776947,0.571773111820221,1.5157814025878906,0.235343337059021,0.02620207704603672,0.48962464928627014,1.5081120729446411,-0.018215851858258247,0.039602525532245636
No_stretch,0.532008945941925,0.522783100605011,-0.5827468037605286,0.999823272228241,0.5455072522163391,0.5001165866851807,-0.5515261888504028,0.9995785355567932,0.5526962876319885,0.5000370740890503,-0.5516446232795715,0.9995899200439453,0.559535026550293,0.5001143217086792,-0.5516620874404907,0.9994946718215942,0.5201134085655212,0.500420093536377,-0.5513826608657837,0.9996817111968994,0.5111013650894165,0.5006613731384277,-0.5516585111618042,0.9997650980949402,0.5033397078514099,0.5012369751930237,-0.551968514919281,0.9997843503952026,0.5707491636276245,0.5118568539619446,-0.3615770936012268,0.9994726777076721,0.49562007188796997,0.5139070153236389,-0.35739582777023315,0.9997883439064026,0.5472536683082581,0.5521904230117798,-0.5118622779846191,0.9999241232872009,0.5169605612754822,0.5548000335693359,-0.5111231207847595,0.9999600052833557,0.637072741985321,0.6857527494430542,-0.24907270073890686,0.9993116855621338,0.43709883093833923,0.6830874681472778,-0.22677405178546906,0.9994564652442932,0.6621107459068298,0.8939622640609741,-0.290229469537735,0.9814597964286804,0.4092845916748047,0.8812381029129028,-0.27723005414009094,0.9755858778953552,0.5882591605186462,0.9835960865020752,-0.5239315629005432,0.7813918590545654,0.4648593068122864,0.9719301462173462,-0.5814858675003052,0.8136515021324158,0.5742466449737549,1.0187065601348877,-0.5906808972358704,0.571464478969574,0.47848790884017944,1.0071574449539185,-0.6553423404693604,0.6431936621665955,0.5599318146705627,0.9932796955108643,-0.6034773588180542,0.6145470142364502,0.4890879988670349,0.9879157543182373,-0.6724939346313477,0.682528555393219,0.5623401403427124,0.9757816195487976,-0.5323673486709595,0.6365233063697815,0.4872119426727295,0.9709123373031616,-0.5939619541168213,0.6748294234275818,0.5928705930709839,0.9937766194343567,-0.01052059419453144,0.9449307322502136,0.4696858823299408,0.9847577810287476,0.011121293529868126,0.942912757396698,0.5985866785049438,1.2471811771392822,-0.007460513152182102,0.28437569737434387,0.4663975238800049,1.2315826416015625,-0.003715779632329941,0.17559656500816345,0.5856906175613403,1.442109227180481,0.41412073373794556,0.03129047155380249,0.47709983587265015,1.4383295774459839,0.29929736256599426,0.047187600284814835,0.5833832621574402,1.4709476232528687,0.4456632733345032,0.03676184266805649,0.48198652267456055,1.472414255142212,0.3153567612171173,0.051528409123420715,0.5716989040374756,1.5259164571762085,0.2376028597354889,0.025172874331474304,0.4897519648075104,1.512946605682373,0.057031530886888504,0.03927396610379219
No_stretch,0.5316418409347534,0.5226927399635315,-0.6183452010154724,0.9998109936714172,0.5452844500541687,0.5000256896018982,-0.5860065817832947,0.9995533227920532,0.5524564385414124,0.49998512864112854,-0.5861204862594604,0.9995715022087097,0.5593571662902832,0.5000665187835693,-0.5861942768096924,0.9994713068008423,0.5194594860076904,0.5002443790435791,-0.5853657126426697,0.9996591210365295,0.5105077028274536,0.5005329251289368,-0.5856830477714539,0.9997490048408508,0.5028373003005981,0.5011090040206909,-0.5860103368759155,0.9997667074203491,0.5706919431686401,0.5118182301521301,-0.3933277726173401,0.9994469881057739,0.4955736994743347,0.5137913227081299,-0.3880311846733093,0.9997705221176147,0.5469295382499695,0.5521799921989441,-0.5459787249565125,0.999914824962616,0.5167771577835083,0.5547665953636169,-0.5448049902915955,0.9999535083770752,0.6372252702713013,0.6860439777374268,-0.2767415940761566,0.9992793798446655,0.43710002303123474,0.6831417083740234,-0.2516828775405884,0.9994113445281982,0.6620230078697205,0.8925179839134216,-0.31942540407180786,0.9817736744880676,0.40916720032691956,0.8806615471839905,-0.287533700466156,0.9726142287254333,0.5881043672561646,0.9833495020866394,-0.5569113492965698,0.7865368723869324,0.46463555097579956,0.9718209505081177,-0.5729939341545105,0.8027510046958923,0.5746283531188965,1.0180680751800537,-0.6259173154830933,0.5833674669265747,0.47695666551589966,1.007671594619751,-0.6475415229797363,0.6340367794036865,0.5609110593795776,0.9928457736968994,-0.6360810995101929,0.6261140704154968,0.48829275369644165,0.9876428246498108,-0.66221684217453,0.6744083166122437,0.5627962350845337,0.9756028056144714,-0.5640445947647095,0.6418477296829224,0.4867275357246399,0.9708054065704346,-0.5838336944580078,0.6640082001686096,0.5930957794189453,0.9929152727127075,-0.012905430980026722,0.9369369149208069,0.4698939323425293,0.9852206110954285,0.013441016897559166,0.9380242228507996,0.598584771156311,1.24005925655365,-0.0181741863489151,0.2729945480823517,0.4640212953090668,1.2194368839263916,-0.12919975817203522,0.17016707360744476,0.5856214165687561,1.4275590181350708,0.4036029279232025,0.029731884598731995,0.47822052240371704,1.420822262763977,0.25484907627105713,0.04604600369930267,0.5833180546760559,1.4556103944778442,0.43909192085266113,0.034694232046604156,0.4832686483860016,1.4525742530822754,0.28434333205223083,0.0499567948281765,0.571681559085846,1.5094506740570068,0.2363387793302536,0.024262992665171623,0.490700900554657,1.4980132579803467,0.0581267774105072,0.03899070620536804
No_stretch,0.5312452912330627,0.5227015614509583,-0.5960166454315186,0.9998012781143188,0.5450920462608337,0.500028669834137,-0.5656778216362,0.9995354413986206,0.5523213148117065,0.5000103712081909,-0.5657932162284851,0.9995543360710144,0.5592816472053528,0.5001022219657898,-0.5658384561538696,0.9994502067565918,0.5187849402427673,0.5002422332763672,-0.5653547048568726,0.999647855758667,0.5099238157272339,0.5005331039428711,-0.5656487345695496,0.9997400641441345,0.502408504486084,0.5011056661605835,-0.56598961353302,0.9997589588165283,0.5706628561019897,0.5118069052696228,-0.3818003535270691,0.9994248151779175,0.49553561210632324,0.5137950778007507,-0.37734276056289673,0.9997640252113342,0.5467435717582703,0.5523015260696411,-0.5267066359519958,0.9999092221260071,0.5164892077445984,0.5549008846282959,-0.5257424116134644,0.9999505877494812,0.637458324432373,0.6857211589813232,-0.26636093854904175,0.9992179870605469,0.4371947646141052,0.6834810376167297,-0.2519609332084656,0.9994009137153625,0.661971390247345,0.8913984298706055,-0.3036639094352722,0.9809706807136536,0.4094241261482239,0.8802820444107056,-0.28783461451530457,0.9701501727104187,0.5890581607818604,0.9828820824623108,-0.539186954498291,0.784112811088562,0.46466559171676636,0.9717509746551514,-0.5656836628913879,0.796845555305481,0.5776461362838745,1.0176211595535278,-0.6050227880477905,0.5877124667167664,0.47727569937705994,1.0079468488693237,-0.6375166773796082,0.6313556432723999,0.5630484819412231,0.9918237328529358,-0.6180238723754883,0.6307975053787231,0.4883122444152832,0.9870540499687195,-0.6517323851585388,0.6726412773132324,0.5643491148948669,0.9750882983207703,-0.5477457642555237,0.6414228677749634,0.4867766499519348,0.9705482125282288,-0.5761561989784241,0.6604275703430176,0.5940667390823364,0.9928422570228577,-0.012869144789874554,0.9203831553459167,0.47017693519592285,0.9867582321166992,0.013411186635494232,0.9275113940238953,0.5981508493423462,1.2447692155838013,-0.04398366063833237,0.26957032084465027,0.46779122948646545,1.2220996618270874,-0.13019488751888275,0.16661334037780762,0.5857769250869751,1.4374362230300903,0.36299365758895874,0.029161933809518814,0.4819105565547943,1.4329954385757446,0.19799989461898804,0.04622874781489372,0.5838165879249573,1.4650720357894897,0.39281803369522095,0.03328118100762367,0.4862244725227356,1.4650139808654785,0.222548246383667,0.04899220168590546,0.5716743469238281,1.520786166191101,0.1897720843553543,0.024058645591139793,0.4936524033546448,1.5094729661941528,-0.003238019999116659,0.04002505540847778
